1, 10, 1000000, 1337726911, 523.28, 2556435.83
1, 20, 1000000, -1582111541, 1061.96, -1489799.63
1, 30, 1000000, -220548473, 1615.57, -136514.74
1, 40, 1000000, 1148303550, 2130.89, 538884.94
2, 10, 1000000, 868072820, 534.44, 1624256.36
2, 20, 1000000, 1730227300, 1073.37, 1611956.97
2, 30, 1000000, 1548873134, 1500.59, 1032176.55
2, 40, 1000000, 2031413072, 1946.41, 1043672.22
4, 10, 1000000, 503071327, 536.14, 938319.43
4, 20, 1000000, 1033390428, 1032.27, 1001086.39
4, 30, 1000000, 1914414974, 1512.68, 1265581.99
4, 40, 1000000, 2084961327, 2075.84, 1004394.71
8, 10, 1000000, 499266263, 553.80, 901531.47
8, 20, 1000000, 1008402220, 1072.86, 939923.31
8, 30, 1000000, 1498371164, 1645.95, 910340.79
8, 40, 1000000, 2010394229, 2208.24, 910403.85
16, 10, 1000000, 494000847, 584.13, 845710.82
16, 20, 1000000, 989473505, 1166.33, 848364.50
16, 30, 1000000, 1491824130, 1762.24, 846550.63
16, 40, 1000000, 1961151982, 2277.55, 861080.81
32, 10, 1000000, 508546113, 584.31, 870333.05
32, 20, 1000000, 1014951393, 1172.06, 865956.19
32, 30, 1000000, 1524081697, 1759.06, 866418.72
32, 40, 1000000, 2025827848, 2336.04, 867205.35
1, 10, 100000, 1385661351, 503.55, 2751803.39
1, 20, 100000, -1524198573, 1015.26, -1501287.68
1, 30, 100000, -135487626, 1520.83, -89087.88
1, 40, 100000, 1246361325, 2039.18, 611208.31
2, 10, 100000, 512331085, 486.78, 1052480.46
2, 20, 100000, 1592979754, 972.16, 1638604.21
2, 30, 100000, 1560597901, 1442.67, 1081740.83
2, 40, 100000, 2147471365, 1930.13, 1112606.73
4, 10, 100000, 616828870, 505.37, 1220537.64
4, 20, 100000, 1070566037, 1003.47, 1066864.51
4, 30, 100000, 1956718453, 1565.16, 1250170.53
4, 40, 100000, 2029837469, 2058.88, 985894.37
8, 10, 100000, 496353115, 550.07, 902350.89
8, 20, 100000, 994434083, 1099.85, 904151.11
8, 30, 100000, 1501887941, 1663.99, 902579.76
8, 40, 100000, 2008130657, 2194.74, 914974.02
16, 10, 100000, 492268101, 582.28, 845418.11
16, 20, 100000, 987679351, 1167.09, 846277.77
16, 30, 100000, 1472027649, 1769.26, 832001.57
16, 40, 100000, 1965265669, 2332.50, 842559.07
32, 10, 100000, 500486427, 583.52, 857701.88
32, 20, 100000, 1013540793, 1186.28, 854386.63
32, 30, 100000, 1516106461, 1708.49, 887398.02
32, 40, 100000, 2032310754, 2361.23, 860701.03
1, 10, 10000, 1386417374, 506.29, 2738365.57
1, 20, 10000, -1519333950, 1026.77, -1479725.37
1, 30, 10000, -133928856, 1520.25, -88096.59
1, 40, 10000, 1252943409, 2023.41, 619222.77
2, 10, 10000, 827870312, 486.81, 1700602.10
2, 20, 10000, 1645636671, 1007.70, 1633066.00
2, 30, 10000, 1584196453, 1446.95, 1094849.20
2, 40, 10000, 2064748014, 1980.37, 1042605.76
4, 10, 10000, 632339066, 516.78, 1223617.33
4, 20, 10000, 1041042324, 1012.51, 1028175.97
4, 30, 10000, 1594383321, 1495.18, 1066346.44
4, 40, 10000, 2043705524, 2062.67, 990804.24
8, 10, 10000, 501542934, 558.44, 898107.29
8, 20, 10000, 1023795720, 1095.59, 934473.70
8, 30, 10000, 1512104744, 1639.69, 922190.95
8, 40, 10000, 2009331411, 2183.14, 920384.68
16, 10, 10000, 494441398, 603.03, 819927.08
16, 20, 10000, 987866236, 1160.39, 851320.46
16, 30, 10000, 1479804058, 1751.44, 844908.79
16, 40, 10000, 1971285688, 2297.17, 858136.22
32, 10, 10000, 498422217, 600.90, 829455.47
32, 20, 10000, 1002819876, 1156.82, 866874.70
32, 30, 10000, 1504712334, 1742.87, 863352.14
32, 40, 10000, 2007727514, 2327.66, 862551.00
1, 10, 1000, 1377741671, 503.13, 2738361.72
1, 20, 1000, -1542792205, 1007.16, -1531831.52
1, 30, 1000, -163079124, 1513.00, -107785.39
1, 40, 1000, 1206063973, 2027.63, 594815.02
2, 10, 1000, 526536374, 486.20, 1082963.55
2, 20, 1000, 1620873813, 965.55, 1678699.86
2, 30, 1000, 1518943682, 1439.25, 1055370.74
2, 40, 1000, 2075026694, 1935.64, 1072012.59
4, 10, 1000, 497930739, 509.13, 978007.62
4, 20, 1000, 987922189, 1000.18, 987744.73
4, 30, 1000, 1540779276, 1513.92, 1017739.40
4, 40, 1000, 2072591218, 2064.31, 1004009.35
8, 10, 1000, 476576480, 543.70, 876541.76
8, 20, 1000, 958133267, 1088.93, 879887.23
8, 30, 1000, 1458514059, 1655.03, 881260.09
8, 40, 1000, 1908172478, 2134.97, 893768.28
16, 10, 1000, 453628317, 580.67, 781214.09
16, 20, 1000, 915225107, 1162.39, 787362.59
16, 30, 1000, 1360483586, 1724.74, 788806.54
16, 40, 1000, 1812735344, 2314.79, 783111.52
32, 10, 1000, 430218556, 569.94, 754850.46
32, 20, 1000, 856238372, 1158.33, 739200.18
32, 30, 1000, 1282686330, 1753.11, 731662.24
32, 40, 1000, 1697755246, 2269.23, 748164.54
1, 10, 2000000, 1341550321, 514.26, 2608724.93
1, 20, 2000000, -1598299259, 1043.35, -1531893.85
1, 30, 2000000, -252661202, 1542.14, -163838.21
1, 40, 2000000, 1128058433, 2056.38, 548564.76
2, 10, 2000000, 828949502, 502.67, 1649078.12
2, 20, 2000000, 1659549450, 974.25, 1703409.26
2, 30, 2000000, 1551031029, 1449.85, 1069789.35
2, 40, 2000000, 2064130887, 1926.13, 1071644.98
4, 10, 2000000, 516936255, 508.63, 1016323.99
4, 20, 2000000, 1264160152, 1037.50, 1218473.19
4, 30, 2000000, 1517908541, 1562.50, 971462.71
4, 40, 2000000, 2106834499, 2101.24, 1002663.41
8, 10, 2000000, 511187424, 552.67, 924936.85
8, 20, 2000000, 988598748, 1071.97, 922225.91
8, 30, 2000000, 1476896806, 1659.37, 890035.69
8, 40, 2000000, 1960406311, 2184.32, 897488.78
16, 10, 2000000, 492768940, 605.04, 814437.08
16, 20, 2000000, 992414281, 1172.59, 846341.32
16, 30, 2000000, 1490615459, 1754.60, 849547.73
16, 40, 2000000, 1988642291, 2345.93, 847698.58
32, 10, 2000000, 504638989, 574.26, 878762.85
32, 20, 2000000, 1010876730, 1160.73, 870897.88
32, 30, 2000000, 1520573640, 1708.55, 889978.91
32, 40, 2000000, 2031731699, 2341.05, 867871.53
