1, 10, 1000000, 6688503, 457.55, 14618.15
1, 20, 1000000, 17320982, 913.76, 18955.81
1, 30, 1000000, 27230214, 1370.83, 19864.09
1, 40, 1000000, 45747823, 1841.44, 24843.56
2, 10, 1000000, 7508424, 481.43, 15595.99
2, 20, 1000000, 21959082, 975.55, 22509.54
2, 30, 1000000, 35542081, 1451.47, 24486.98
2, 40, 1000000, 47502950, 1944.34, 24431.37
4, 10, 1000000, 15129429, 511.95, 29552.58
4, 20, 1000000, 41967816, 996.16, 42129.70
4, 30, 1000000, 64859697, 1523.45, 42574.11
4, 40, 1000000, 91089596, 2047.13, 44496.18
8, 10, 1000000, 25767248, 570.11, 45197.28
8, 20, 1000000, 66079983, 1079.30, 61224.72
8, 30, 1000000, 113229730, 1628.47, 69531.23
8, 40, 1000000, 149123860, 2169.20, 68746.15
16, 10, 1000000, 36263854, 595.93, 60852.10
16, 20, 1000000, 86225691, 1154.25, 74702.53
16, 30, 1000000, 142080615, 1704.31, 83365.49
16, 40, 1000000, 195155054, 2308.69, 84530.70
32, 10, 1000000, 34925906, 569.00, 61381.33
32, 20, 1000000, 86320576, 1151.01, 74995.72
32, 30, 1000000, 141570670, 1732.64, 81707.88
32, 40, 1000000, 197499937, 2268.57, 87059.24
1, 10, 100000, 10698277, 457.74, 23372.20
1, 20, 100000, 24338680, 915.82, 26575.71
1, 30, 100000, 43650898, 1386.67, 31478.92
1, 40, 100000, 59164199, 1826.74, 32387.79
2, 10, 100000, 17885989, 476.68, 37522.04
2, 20, 100000, 37144218, 953.62, 38950.57
2, 30, 100000, 54349633, 1432.92, 37929.23
2, 40, 100000, 75750172, 1944.37, 38958.62
4, 10, 100000, 30663127, 495.75, 61851.66
4, 20, 100000, 62210615, 1008.67, 61676.11
4, 30, 100000, 96727945, 1512.43, 63955.19
4, 40, 100000, 127636426, 1981.93, 64399.93
8, 10, 100000, 50301864, 551.14, 91268.66
8, 20, 100000, 103055046, 1063.75, 96879.14
8, 30, 100000, 157491539, 1627.25, 96784.11
8, 40, 100000, 206744656, 2147.81, 96258.27
16, 10, 100000, 63604078, 571.08, 111375.09
16, 20, 100000, 129746136, 1155.47, 112289.06
16, 30, 100000, 194278119, 1726.91, 112500.62
16, 40, 100000, 266607870, 2316.45, 115093.14
32, 10, 100000, 64903029, 576.63, 112555.68
32, 20, 100000, 132026611, 1153.17, 114490.13
32, 30, 100000, 201108056, 1711.75, 117487.13
32, 40, 100000, 264974647, 2310.92, 114661.85
1, 10, 10000, 34740053, 471.09, 73743.50
1, 20, 10000, 69950955, 912.35, 76671.53
1, 30, 10000, 105307473, 1369.98, 76867.88
1, 40, 10000, 140869560, 1824.47, 77211.06
2, 10, 10000, 51510028, 501.74, 102661.88
2, 20, 10000, 101114062, 964.08, 104881.16
2, 30, 10000, 155191153, 1433.46, 108262.98
2, 40, 10000, 207772633, 1927.16, 107813.12
4, 10, 10000, 74559539, 504.05, 147919.83
4, 20, 10000, 149666747, 995.99, 150268.95
4, 30, 10000, 222415758, 1495.21, 148752.33
4, 40, 10000, 288763449, 2010.13, 143654.00
8, 10, 10000, 72265241, 545.82, 132398.65
8, 20, 10000, 149287320, 1092.12, 136695.30
8, 30, 10000, 220576266, 1638.43, 134626.71
8, 40, 10000, 304215154, 2165.92, 140455.37
16, 10, 10000, 50025045, 582.68, 85853.40
16, 20, 10000, 99469621, 1144.77, 86890.85
16, 30, 10000, 150537647, 1733.70, 86830.05
16, 40, 10000, 199432732, 2331.93, 85522.63
32, 10, 10000, 52205974, 574.94, 90802.53
32, 20, 10000, 104738347, 1161.03, 90211.38
32, 30, 10000, 160373570, 1765.72, 90826.25
32, 40, 10000, 212653642, 2284.21, 93097.22
1, 10, 1000, 41971742, 456.45, 91952.55
1, 20, 1000, 83684315, 930.10, 89972.98
1, 30, 1000, 125278940, 1370.94, 91381.76
1, 40, 1000, 166230938, 1828.09, 90931.53
2, 10, 1000, 58863665, 484.24, 121558.88
2, 20, 1000, 121331017, 989.15, 122661.80
2, 30, 1000, 182307263, 1462.43, 124660.61
2, 40, 1000, 235953486, 1950.93, 120943.90
4, 10, 1000, 77449575, 499.57, 155033.40
4, 20, 1000, 176425244, 1033.02, 170785.71
4, 30, 1000, 266141483, 1527.59, 174222.81
4, 40, 1000, 329930862, 1998.43, 165095.10
8, 10, 1000, 64209865, 556.97, 115284.99
8, 20, 1000, 127886883, 1079.87, 118428.20
8, 30, 1000, 188951802, 1654.79, 114185.06
8, 40, 1000, 267050004, 2163.80, 123417.09
16, 10, 1000, 56407250, 606.84, 92952.23
16, 20, 1000, 108415970, 1154.52, 93905.99
16, 30, 1000, 168023448, 1731.87, 97018.32
16, 40, 1000, 209552001, 2315.60, 90495.85
32, 10, 1000, 62626428, 616.87, 101522.47
32, 20, 1000, 124725601, 1162.62, 107279.83
32, 30, 1000, 185665601, 1781.54, 104216.52
32, 40, 1000, 240895618, 2351, 102429.72
1, 10, 2000000, 4204188, 461.98, 9100.46
1, 20, 2000000, 8617847, 960.23, 8974.78
1, 30, 2000000, 27181652, 1373.72, 19786.86
1, 40, 2000000, 26182888, 1941.50, 13485.92
2, 10, 2000000, 5756252, 492.90, 11678.38
2, 20, 2000000, 13652827, 965.55, 14140.00
2, 30, 2000000, 30062645, 1468.26, 20475.06
2, 40, 2000000, 38597086, 1920.06, 20102.07
4, 10, 2000000, 9680450, 530.82, 18236.90
4, 20, 2000000, 30958480, 1000.85, 30932.13
4, 30, 2000000, 59820314, 1522.62, 39287.78
4, 40, 2000000, 73578724, 1999.84, 36792.29
8, 10, 2000000, 17145143, 551.96, 31062.09
8, 20, 2000000, 58911264, 1090.59, 54018.00
8, 30, 2000000, 100360126, 1609.98, 62336.38
8, 40, 2000000, 137993867, 2132.85, 64699.16
16, 10, 2000000, 21940618, 597.30, 36733.10
16, 20, 2000000, 72446740, 1159.25, 62494.68
16, 30, 2000000, 122298281, 1740.92, 70249.21
16, 40, 2000000, 174960801, 2275.45, 76890.59
32, 10, 2000000, 9381392, 562.02, 16692.25
32, 20, 2000000, 70690793, 1138.70, 62080.22
32, 30, 2000000, 118757633, 1730.02, 68645.42
32, 40, 2000000, 171414864, 2288.38, 74906.77
