8, 30, 10000, 222827813, 1637.55, 136074.22
8, 40, 10000, 295048681, 2189.69, 134744.62
16, 10, 10000, 73988972, 572.65, 129204.41
16, 20, 10000, 152312313, 1142.91, 133266.79
16, 30, 10000, 215190042, 1787.94, 120356.16
16, 40, 10000, 283275828, 2287.80, 123820.35
32, 10, 10000, 93434246, 571.51, 163487.28
32, 20, 10000, 190444537, 1177.10, 161791.24
32, 30, 10000, 278865176, 1739.64, 160300.14
32, 40, 10000, 372961811, 2298.64, 162253.40
1, 10, 1000, 245566808, 456.33, 538129.04
1, 20, 1000, 490492466, 928.56, 528227.07
1, 30, 1000, 751357338, 1370.97, 548049.82
1, 40, 1000, 973820115, 1827.84, 532770.76
2, 10, 1000, 292193893, 480.83, 607686.07
2, 20, 1000, 566614724, 1001.83, 565578.89
2, 30, 1000, 877141836, 1480.31, 592537.52
2, 40, 1000, 1171272532, 1926.79, 607887.39
4, 10, 1000, 146725374, 526.46, 278699.73
4, 20, 1000, 473215131, 1005.23, 470754.76
4, 30, 1000, 482965834, 1552.62, 311064.18
4, 40, 1000, 586614450, 2013.63, 291321.66
8, 10, 1000, 131655408, 560.65, 234827.14
8, 20, 1000, 265355257, 1099.56, 241327.70
8, 30, 1000, 391323360, 1653.24, 236701.15
8, 40, 1000, 528391068, 2164.40, 244128.65
16, 10, 1000, 126332624, 605.26, 208724.03
16, 20, 1000, 250180527, 1166.48, 214474.66
16, 30, 1000, 372684603, 1733.80, 214952.77
16, 40, 1000, 505135838, 2315.53, 218151.13
32, 10, 1000, 181340084, 570.45, 317890.79
32, 20, 1000, 367416440, 1140.45, 322168.44
32, 30, 1000, 539911997, 1718.51, 314174.89
32, 40, 1000, 710612448, 2305.12, 308275.22
1, 10, 2000000, 23876113, 457.58, 52179.66
1, 20, 2000000, 52476536, 915.13, 57343.25
1, 30, 2000000, 91649443, 1371.12, 66842.54
1, 40, 2000000, 104993058, 1831.14, 57337.38
2, 10, 2000000, 33270522, 487.32, 68272.78
2, 20, 2000000, 73540460, 971.43, 75703.20
2, 30, 2000000, 116888104, 1459.04, 80112.98
2, 40, 2000000, 148631797, 1913.03, 77694.24
4, 10, 2000000, 56681090, 498.58, 113685.73
4, 20, 2000000, 122681150, 996.94, 123057.37
4, 30, 2000000, 172324729, 1494.39, 115314.25
4, 40, 2000000, 266328026, 2042.22, 130410.72
8, 10, 2000000, 73307700, 535.33, 136939.23
8, 20, 2000000, 147258753, 1089.77, 135127.92
8, 30, 2000000, 236024922, 1603.62, 147182.60
8, 40, 2000000, 308948781, 2188.88, 141144.44
16, 10, 2000000, 60483471, 580.91, 104117.62
16, 20, 2000000, 123260268, 1161.77, 106096.71
16, 30, 2000000, 187180536, 1748.87, 107029.63
16, 40, 2000000, 254338364, 2307.97, 110200.22
32, 10, 2000000, 64214356, 571.69, 112323.41
32, 20, 2000000, 127336374, 1160.70, 109706.81
32, 30, 2000000, 199468559, 1748.06, 114108.77
32, 40, 2000000, 265586674, 2291.29, 115911.48
