1, 30, 1000000, 108891716, 1482.72, 73440.49
2, 30, 1000000, 105564204, 1466.31, 71993.21
4, 30, 1000000, 128015196, 1486.91, 86094.63
8, 30, 1000000, 145807738, 1501.95, 97078.94
16, 30, 1000000, 150123623, 1505.94, 99687.67
32, 30, 1000000, 159771272, 1523.02, 104904.26
1, 30, 100000, 212830248, 1469.11, 144870.63
2, 30, 100000, 226611400, 1470.32, 154123.99
4, 30, 100000, 233533420, 1489.61, 156774.89
8, 30, 100000, 271072104, 1497.66, 180997.42
16, 30, 100000, 294816198, 1523.43, 193521.33
32, 30, 100000, 298777876, 1519.50, 196628.86
1, 30, 10000, 394955154, 1491.13, 264869.89
2, 30, 10000, 397400449, 1475.63, 269309.64
4, 30, 10000, 399038757, 1494.88, 266936.58
8, 30, 10000, 428008590, 1517.79, 281994.26
16, 30, 10000, 483509595, 1544.84, 312983.09
32, 30, 10000, 587274497, 1542.79, 380657.54
1, 30, 1000, 737447898, 1491.45, 494450.27
2, 30, 1000, 752593795, 1513.13, 497376.47
4, 30, 1000, 884882691, 1502.29, 589023.77
8, 30, 1000, 872817178, 1536.59, 568023.10
16, 30, 1000, 940806860, 1539.87, 610965.63
32, 30, 1000, 1099848077, 1550.73, 709243.88
1, 30, 2000000, 90221482, 1466.13, 61537.36
2, 30, 2000000, 84809827, 1482.07, 57223.76
4, 30, 2000000, 98822419, 1489.42, 66349.77
8, 30, 2000000, 108166309, 1508.42, 71708.46
16, 30, 2000000, 119326827, 1501.97, 79447.03
32, 30, 2000000, 114191223, 1516.09, 75319.69
