1, 30, 1000000, 32955661, 1463.71, 22515.20
2, 30, 1000000, 30171905, 1481.68, 20363.31
4, 30, 1000000, 30772971, 1464.93, 21006.39
8, 30, 1000000, 30121902, 1460.33, 20626.82
16, 30, 1000000, 31387981, 1514.82, 20720.58
32, 30, 1000000, 30642539, 1505.50, 20353.74
1, 30, 100000, 43000331, 1460.64, 29439.43
2, 30, 100000, 38992102, 1458.62, 26732.21
4, 30, 100000, 37539342, 1474.57, 25457.75
8, 30, 100000, 53466987, 1494.62, 35772.88
16, 30, 100000, 71802526, 1494.39, 48048.14
32, 30, 100000, 83653414, 1523.61, 54904.57
1, 30, 10000, 103328226, 1460.29, 70758.52
2, 30, 10000, 107138449, 1463.53, 73205.67
4, 30, 10000, 110480381, 1481.61, 74567.58
8, 30, 10000, 144020948, 1492.94, 96468.09
16, 30, 10000, 156205191, 1508.63, 103541.08
32, 30, 10000, 168903737, 1514.50, 111524.34
1, 30, 1000, 124222384, 1480.26, 83919.08
2, 30, 1000, 129240914, 1465.58, 88184.25
4, 30, 1000, 147517618, 1476.52, 99908.98
8, 30, 1000, 250780343, 1534.57, 163420.80
16, 30, 1000, 329380398, 1534.08, 214708.17
32, 30, 1000, 347549507, 1540.27, 225642.29
1, 30, 2000000, 29072945, 1471.29, 19760.16
2, 30, 2000000, 25770940, 1472.75, 17498.50
4, 30, 2000000, 27144793, 1472.10, 18439.55
8, 30, 2000000, 21074396, 1502.94, 14022.14
16, 30, 2000000, 23539206, 1519.40, 15492.40
32, 30, 2000000, 26140336, 1524.08, 17151.60
