Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
917    917    1637862293963110143    38.566947    99.024979    99.325224    1.000000    1.000000    1.000000    17.407855    16.247092    16.489539
918    918    1637862293973177278    38.592637    99.024597    99.333127    1.000000    1.000000    1.000000    17.407442    16.257404    16.431739
919    919    1637862293983243873    38.618306    99.023918    99.338456    1.000000    1.000000    1.000000    17.407048    16.268173    16.475062
920    920    1637862293993311597    38.643951    99.023071    99.327316    1.000000    1.000000    1.000000    17.406654    16.279617    16.473215
921    921    1637862294003379184    38.669575    99.022232    99.328667    1.000000    1.000000    1.000000    17.406245    16.289805    16.438579
922    922    1637862294013446019    38.695178    99.021889    99.336087    1.000000    1.000000    1.000000    17.405810    16.298209    16.376146
923    923    1637862294023512908    38.720760    99.021294    99.335554    1.000000    1.000000    1.000000    17.405364    16.305715    16.348775
924    924    1637862294033580881    38.746318    99.020187    99.324859    1.000000    1.000000    1.000000    17.404953    16.315808    16.428855
925    925    1637862294043646485    38.771859    99.020203    99.348236    1.000000    1.000000    1.000000    17.404437    16.317322    16.181077
926    926    1637862294053711847    38.797378    99.020355    99.350624    1.000000    1.000000    1.000000    17.403913    16.318001    16.161759
927    927    1637862294063776926    38.822877    99.020340    99.353418    1.000000    1.000000    1.000000    17.403384    16.317293    16.147053
928    928    1637862294073842278    38.848353    99.020256    99.350723    1.000000    1.000000    1.000000    17.402856    16.318136    16.148131
929    929    1637862294083907405    38.873809    99.020370    99.352944    1.000000    1.000000    1.000000    17.402323    16.317702    16.137880
930    930    1637862294093998736    38.899200    99.332672    99.094956    1.000000    1.000000    1.000000    17.402459    16.341732    17.724473
931    931    1637862294104024058    38.924678    99.346054    99.747420    1.000000    1.000000    1.000000    17.401285    16.291029    14.597740
932    932    1637862294114089427    38.950069    99.345543    99.350555    1.000000    1.000000    1.000000    17.400758    16.290692    16.146588
933    933    1637862294124153106    38.975441    99.346123    99.367239    1.000000    1.000000    1.000000    17.400906    16.345511    17.754980
934    934    1637862294134218187    39.000790    99.345894    99.353398    1.000000    1.000000    1.000000    17.400377    16.291256    16.139470
935    935    1637862294144282855    39.026118    99.345917    99.357475    1.000000    1.000000    1.000000    17.399859    16.287318    16.167421
936    936    1637862294154348920    39.051423    99.345535    99.343686    1.000000    1.000000    1.000000    17.399337    16.287305    16.154566
937    937    1637862294164413132    39.076709    99.346298    99.361977    1.000000    1.000000    1.000000    17.398812    16.342156    16.146928
938    938    1637862294174477661    39.101974    99.346481    99.358847    1.000000    1.000000    1.000000    17.398290    16.288269    16.152484
939    939    1637862294184542594    39.127217    99.346512    99.354859    1.000000    1.000000    1.000000    17.397757    16.288021    16.127579
940    940    1637862294194607633    39.152438    99.346527    99.353813    1.000000    1.000000    1.000000    17.397237    16.288832    16.154697
941    941    1637862294204672158    39.177640    99.347183    99.358887    1.000000    1.000000    1.000000    17.396709    16.288839    16.137329
942    942    1637862294214738622    39.202817    99.346893    99.339748    1.000000    1.000000    1.000000    17.396180    16.288742    16.132705
943    943    1637862294224803949    39.227975    99.346848    99.350970    1.000000    1.000000    1.000000    17.395665    16.290501    16.163331
944    944    1637862294234869322    39.253112    99.346802    99.350516    1.000000    1.000000    1.000000    17.395141    16.291304    16.142033
945    945    1637862294244935429    39.278226    99.349892    99.343271    1.000000    1.000000    1.000000    17.394619    16.290445    16.146920
946    946    1637862294255001168    39.303320    99.351250    99.346903    1.000000    1.000000    1.000000    17.394084    16.278388    16.114160
947    947    1637862294265066179    39.328395    99.352211    99.354089    1.000000    1.000000    1.000000    17.393571    16.267580    16.165354
948    948    1637862294275130094    39.353450    99.353271    99.364909    1.000000    1.000000    1.000000    17.393046    16.257698    16.135275
949    949    1637862294285195462    39.378482    99.353676    99.350565    1.000000    1.000000    1.000000    17.392519    16.246192    16.129914
950    950    1637862294295260026    39.403494    99.354713    99.358502    1.000000    1.000000    1.000000    17.391998    16.235193    16.143331
951    951    1637862294305324193    39.428487    99.355835    99.362421    1.000000    1.000000    1.000000    17.391478    16.225371    16.143968
952    952    1637862294315389827    39.453456    99.356232    99.347940    1.000000    1.000000    1.000000    17.390956    16.217451    16.138583
953    953    1637862294325454411    39.478405    99.356995    99.358304    1.000000    1.000000    1.000000    17.390435    16.210551    16.141783
954    954    1637862294335519480    39.503334    99.357948    99.353517    1.000000    1.000000    1.000000    17.389911    16.200599    16.130393
955    955    1637862294345585657    39.528240    99.357758    99.342581    1.000000    1.000000    1.000000    17.389394    16.199507    16.148323
956    956    1637862294355651592    39.553125    99.357574    99.344969    1.000000    1.000000    1.000000    17.388880    16.199275    16.154775
957    957    1637862294365715664    39.577993    99.357903    99.363359    1.000000    1.000000    1.000000    17.388367    16.199531    16.154733
958    958    1637862294375780433    39.602839    99.358093    99.356478    1.000000    1.000000    1.000000    17.388505    16.251917    17.719704
959    959    1637862294385844992    39.627665    99.358284    99.358551    1.000000    1.000000    1.000000    17.387312    16.197874    14.516573
960    960    1637862294395932027    39.652433    99.359695    99.137160    1.000000    1.000000    1.000000    17.387444    16.197246    17.706306
961    961    1637862294405997036    39.677217    99.346634    99.354109    1.000000    1.000000    1.000000    17.386923    16.248174    16.132005
962    962    1637862294416023960    39.702042    99.359291    99.731483    1.000000    1.000000    1.000000    17.386441    16.250596    16.219149
963    963    1637862294426089147    39.726784    99.358788    99.352352    1.000000    1.000000    1.000000    17.385927    16.197048    16.148396
964    964    1637862294436152911    39.751509    99.359222    99.366400    1.000000    1.000000    1.000000    17.385414    16.197371    16.149163
965    965    1637862294446219502    39.776208    99.358589    99.338495    1.000000    1.000000    1.000000    17.384901    16.196712    16.147659
966    966    1637862294456283986    39.800890    99.359116    99.359292    1.000000    1.000000    1.000000    17.384385    16.196190    16.138911
967    967    1637862294466348138    39.825552    99.359131    99.362569    1.000000    1.000000    1.000000    17.383880    16.196749    16.163702
968    968    1637862294476412664    39.850193    99.359131    99.358877    1.000000    1.000000    1.000000    17.383369    16.196699    16.150972
969    969    1637862294486478887    39.874811    99.358711    99.342127    1.000000    1.000000    1.000000    17.382854    16.197085    16.139154
970    970    1637862294496544628    39.899409    99.358482    99.346884    1.000000    1.000000    1.000000    17.382342    16.196693    16.142959
971    971    1637862294506609372    39.923989    99.358406    99.356725    1.000000    1.000000    1.000000    17.381824    16.196429    16.129398
972    972    1637862294516674565    39.948547    99.358826    99.352293    1.000000    1.000000    1.000000    17.381315    16.197053    16.151418
973    973    1637862294526741202    39.973083    99.358391    99.338041    1.000000    1.000000    1.000000    17.380799    16.196022    16.132428
974    974    1637862294536806762    39.997601    99.358337    99.348670    1.000000    1.000000    1.000000    17.380283    16.195659    16.131122
975    975    1637862294546872203    40.022098    99.358551    99.349845    1.000000    1.000000    1.000000    17.379781    16.196200    16.163148
976    976    1637862294556937012    40.046576    99.358856    99.356083    1.000000    1.000000    1.000000    17.379272    16.197260    16.145970
977    977    1637862294567002423    40.071034    99.358727    99.350141    1.000000    1.000000    1.000000    17.378757    16.196127    16.131361
978    978    1637862294577067300    40.095471    99.358406    99.355412    1.000000    1.000000    1.000000    17.378255    16.196935    16.159505
979    979    1637862294587131570    40.119890    99.358765    99.361404    1.000000    1.000000    1.000000    17.377735    16.196488    16.116512
980    980    1637862294597197915    40.144285    99.358185    99.340923    1.000000    1.000000    1.000000    17.377229    16.196746    16.151085
981    981    1637862294607264255    40.168660    99.357468    99.340972    1.000000    1.000000    1.000000    17.376708    16.195619    16.110166
982    982    1637862294617329057    40.193017    99.357742    99.356152    1.000000    1.000000    1.000000    17.376184    16.194501    16.105048
983    983    1637862294627394295    40.217354    99.357521    99.351848    1.000000    1.000000    1.000000    17.375667    16.193708    16.117994
984    984    1637862294637460699    40.241669    99.357094    99.340340    1.000000    1.000000    1.000000    17.375153    16.193586    16.126738
985    985    1637862294647526751    40.265964    99.357132    99.343814    1.000000    1.000000    1.000000    17.374646    16.193391    16.142460
986    986    1637862294657592342    40.290241    99.357239    99.348364    1.000000    1.000000    1.000000    17.374142    16.193106    16.146231
987    987    1637862294667658442    40.314496    99.356575    99.343341    1.000000    1.000000    1.000000    17.374285    16.245402    17.723424
988    988    1637862294677723284    40.338733    99.356544    99.355757    1.000000    1.000000    1.000000    17.373754    16.190719    16.079211
989    989    1637862294687789109    40.362950    99.356133    99.346055    1.000000    1.000000    1.000000    17.373245    16.244623    16.133729
990    990    1637862294697876722    40.387110    99.355942    99.131479    1.000000    1.000000    1.000000    17.372701    16.189357    16.051991
991    991    1637862294707942187    40.411287    99.355797    99.349608    1.000000    1.000000    1.000000    17.372184    16.188675    16.111567
992    992    1637862294718007787    40.435444    99.343063    99.348275    1.000000    1.000000    1.000000    17.371660    16.184480    16.093159
993    993    1637862294728071906    40.459583    99.343422    99.362895    1.000000    1.000000    1.000000    17.371125    16.181708    16.065204
994    994    1637862294738137670    40.483700    99.342758    99.346657    1.000000    1.000000    1.000000    17.370609    16.180489    16.112604
995    995    1637862294748201248    40.507801    99.343758    99.368237    1.000000    1.000000    1.000000    17.370105    16.180195    16.138848
996    996    1637862294758267217    40.531878    99.343262    99.344633    1.000000    1.000000    1.000000    17.369597    16.179813    16.127435
997    997    1637862294768332245    40.555937    99.342972    99.353921    1.000000    1.000000    1.000000    17.369107    16.180069    16.171391
998    998    1637862294778396915    40.579977    99.342926    99.357455    1.000000    1.000000    1.000000    17.368588    16.178394    16.100711
999    999    1637862294788461772    40.603997    99.343384    99.355609    1.000000    1.000000    1.000000    17.368076    16.177608    16.115572
1000    1000    1637862294799487340    40.626414    99.028625    90.698275    1.000000    1.000000    1.000000    17.367940    16.211021    17.064052
1001    1001    1637862294809553111    40.650393    99.028282    99.346588    1.000000    1.000000    1.000000    17.367439    16.211369    16.139879
1002    1002    1637862294819618976    40.674352    99.028069    99.345660    1.000000    1.000000    1.000000    17.366946    16.211686    16.160951
1003    1003    1637862294829684030    40.698293    99.028587    99.353665    1.000000    1.000000    1.000000    17.366442    16.211670    16.131933
1004    1004    1637862294839749671    40.722214    99.028557    99.347871    1.000000    1.000000    1.000000    17.365933    16.211212    16.117349
1005    1005    1637862294849813715    40.746117    99.029022    99.363636    1.000000    1.000000    1.000000    17.365507    16.216475    16.321557
1006    1006    1637862294859879477    40.769999    99.028709    99.346676    1.000000    1.000000    1.000000    17.365009    16.216424    16.144441
1007    1007    1637862294869944843    40.793861    99.028717    99.350585    1.000000    1.000000    1.000000    17.364513    16.216930    16.146592
1008    1008    1637862294880009739    40.817705    99.028717    99.355224    1.000000    1.000000    1.000000    17.364014    16.216224    16.138250
1009    1009    1637862294890082338    40.841517    99.025993    99.279243    1.000000    1.000000    1.000000    17.363677    16.230233    16.537956
1010    1010    1637862294900146363    40.865324    99.026749    99.363823    1.000000    1.000000    1.000000    17.363183    16.230106    16.147228
1011    1011    1637862294910212312    40.889108    99.026871    99.344831    1.000000    1.000000    1.000000    17.362687    16.231235    16.144141
1012    1012    1637862294920276819    40.912875    99.026970    99.359064    1.000000    1.000000    1.000000    17.362191    16.232510    16.143422
1013    1013    1637862294930341917    40.936621    99.027023    99.353230    1.000000    1.000000    1.000000    17.361688    16.232719    16.124282
1014    1014    1637862294940406156    40.960350    99.027725    99.361710    1.000000    1.000000    1.000000    17.361199    16.233741    16.157497
1015    1015    1637862294950472066    40.984057    99.027779    99.345216    1.000000    1.000000    1.000000    17.361365    16.287844    17.770751
1016    1016    1637862294960536805    41.007747    99.028053    99.356774    1.000000    1.000000    1.000000    17.360863    16.287084    16.123341
1017    1017    1637862294970602338    41.031416    99.028236    99.348937    1.000000    1.000000    1.000000    17.360369    16.234581    16.143293
1018    1018    1637862294980668022    41.055066    99.027962    99.347446    1.000000    1.000000    1.000000    17.359879    16.237004    16.152146
1019    1019    1637862294990733844    41.078696    99.027962    99.346084    1.000000    1.000000    1.000000    17.359391    16.237759    16.156472
1020    1020    1637862295000896217    41.102147    99.003532    98.402214    1.000000    1.000000    1.000000    17.358963    16.246443    16.312281
1021    1021    1637862295010962056    41.125739    99.003410    99.345916    1.000000    1.000000    1.000000    17.358468    16.247279    16.136738
1022    1022    1637862295021026505    41.149314    99.003784    99.359637    1.000000    1.000000    1.000000    17.357978    16.249103    16.148064
1023    1023    1637862295031091895    41.172868    99.003372    99.350348    1.000000    1.000000    1.000000    17.357488    16.251855    16.148070
1024    1024    1637862295041157283    41.196404    99.003487    99.350368    1.000000    1.000000    1.000000    17.356996    16.252832    16.142009
1025    1025    1637862295051221877    41.219921    99.003159    99.358206    1.000000    1.000000    1.000000    17.356566    16.257964    16.293375
1026    1026    1637862295061287959    41.243418    99.003128    99.343518    1.000000    1.000000    1.000000    17.356071    16.258109    16.131801
1027    1027    1637862295071353923    41.266895    99.002815    99.344683    1.000000    1.000000    1.000000    17.355575    16.256699    16.128959
1028    1028    1637862295081419504    41.290354    99.002518    99.348463    1.000000    1.000000    1.000000    17.355093    16.258715    16.161407
1029    1029    1637862295091484573    41.313795    99.002449    99.353517    1.000000    1.000000    1.000000    17.354603    16.259610    16.142521
1030    1030    1637862295101550318    41.337216    99.317039    99.346844    1.000000    1.000000    1.000000    17.354118    16.226663    16.152048
1031    1031    1637862295111616529    41.360617    99.316887    99.342245    1.000000    1.000000    1.000000    17.353627    16.226538    16.136142
1032    1032    1637862295121681446    41.384002    99.317207    99.355017    1.000000    1.000000    1.000000    17.353136    16.225730    16.136700
1033    1033    1637862295131746992    41.407366    99.317047    99.348808    1.000000    1.000000    1.000000    17.352643    16.225653    16.129628
1034    1034    1637862295141812088    41.430713    99.317223    99.353250    1.000000    1.000000    1.000000    17.352153    16.226289    16.136413
1035    1035    1637862295151877233    41.454040    99.316856    99.352766    1.000000    1.000000    1.000000    17.351667    16.220471    16.146947
1036    1036    1637862295161942505    41.477349    99.317017    99.351513    1.000000    1.000000    1.000000    17.351180    16.220345    16.140679
1037    1037    1637862295172007914    41.500639    99.317009    99.350161    1.000000    1.000000    1.000000    17.350694    16.220293    16.145007
1038    1038    1637862295182079539    41.523899    99.314796    99.288844    1.000000    1.000000    1.000000    17.350214    16.220942    16.157769
1039    1039    1637862295192142783    41.547155    99.317871    99.371535    1.000000    1.000000    1.000000    17.349714    16.206542    16.106025
1040    1040    1637862295202208183    41.570389    99.317421    99.350249    1.000000    1.000000    1.000000    17.349875    16.259964    17.750428
1041    1041    1637862295212272674    41.593605    99.317894    99.359222    1.000000    1.000000    1.000000    17.348728    16.205031    14.495446
1042    1042    1637862295222338021    41.616801    99.317619    99.350773    1.000000    1.000000    1.000000    17.348887    16.258381    17.744458
1043    1043    1637862295232402477    41.639981    99.317833    99.359568    1.000000    1.000000    1.000000    17.348391    16.258011    16.113182
1044    1044    1637862295242468114    41.663139    99.317375    99.347910    1.000000    1.000000    1.000000    17.347903    16.257128    16.130998
1045    1045    1637862295252533038    41.686280    99.317696    99.354948    1.000000    1.000000    1.000000    17.347402    16.201462    16.100304
1046    1046    1637862295262598882    41.709402    99.317329    99.345867    1.000000    1.000000    1.000000    17.346919    16.202059    16.141278
1047    1047    1637862295272663387    41.732506    99.317665    99.359084    1.000000    1.000000    1.000000    17.346433    16.201761    16.134329
1048    1048    1637862295282742723    41.755568    99.313179    99.212885    1.000000    1.000000    1.000000    17.345962    16.202494    16.174171
1049    1049    1637862295292821239    41.778613    99.309006    99.220957    1.000000    1.000000    1.000000    17.345551    16.207925    16.319316
1050    1050    1637862295302922377    41.801601    99.329140    98.998746    1.000000    1.000000    1.000000    17.345068    16.202268    16.143793
1051    1051    1637862295312988699    41.824629    99.328979    99.341150    1.000000    1.000000    1.000000    17.344588    16.202596    16.146575
1052    1052    1637862295323055505    41.847637    99.328217    99.336373    1.000000    1.000000    1.000000    17.344155    16.206360    16.260996
1053    1053    1637862295333120830    41.870630    99.328232    99.350990    1.000000    1.000000    1.000000    17.343675    16.206212    16.143626
1054    1054    1637862295343185686    41.893605    99.328407    99.355619    1.000000    1.000000    1.000000    17.343198    16.206493    16.150443
1055    1055    1637862295353250612    41.916562    99.328300    99.354928    1.000000    1.000000    1.000000    17.342719    16.201524    16.144266
1056    1056    1637862295363315759    41.939500    99.328606    99.352747    1.000000    1.000000    1.000000    17.342230    16.201119    16.119656
1057    1057    1637862295373381198    41.962419    99.328773    99.349864    1.000000    1.000000    1.000000    17.341758    16.202108    16.158603
1058    1058    1637862295383446927    41.985319    99.328728    99.347002    1.000000    1.000000    1.000000    17.341270    16.200736    16.120240
1059    1059    1637862295393512211    42.008202    99.328659    99.351394    1.000000    1.000000    1.000000    17.340803    16.201633    16.169464
1060    1060    1637862295403576883    42.031068    99.329010    99.357436    1.000000    1.000000    1.000000    17.340325    16.201287    16.141641
1061    1061    1637862295413642824    42.053913    99.329102    99.344910    1.000000    1.000000    1.000000    17.339849    16.201655    16.147186
1062    1062    1637862295423707948    42.076741    99.329033    99.352974    1.000000    1.000000    1.000000    17.339366    16.201290    16.125757
1063    1063    1637862295433773844    42.099550    99.328911    99.345354    1.000000    1.000000    1.000000    17.338891    16.201878    16.147258
1064    1064    1637862295443839288    42.122342    99.328804    99.349815    1.000000    1.000000    1.000000    17.338423    16.202768    16.163143
1065    1065    1637862295453904953    42.145115    99.328629    99.347634    1.000000    1.000000    1.000000    17.337940    16.202084    16.126406
1066    1066    1637862295463970966    42.167869    99.328392    99.344199    1.000000    1.000000    1.000000    17.338106    16.255899    17.755411
1067    1067    1637862295474036444    42.190606    99.328362    99.349479    1.000000    1.000000    1.000000    17.336976    16.200929    14.495540
1068    1068    1637862295484100563    42.213328    99.330841    99.362895    1.000000    1.000000    1.000000    17.337143    16.254228    17.757236
1069    1069    1637862295494165704    42.236029    99.330208    99.352806    1.000000    1.000000    1.000000    17.336653    16.254126    16.102989
1070    1070    1637862295504230658    42.258713    99.330353    99.354652    1.000000    1.000000    1.000000    17.336165    16.199384    16.107837
1071    1071    1637862295514296234    42.281378    99.330002    99.348512    1.000000    1.000000    1.000000    17.335682    16.253485    16.118969
1072    1072    1637862295524360687    42.304026    99.330292    99.359598    1.000000    1.000000    1.000000    17.335207    16.199980    16.138961
1073    1073    1637862295534425677    42.326656    99.330116    99.354296    1.000000    1.000000    1.000000    17.334710    16.198941    16.082006
1074    1074    1637862295544491449    42.349267    99.330078    99.346578    1.000000    1.000000    1.000000    17.334229    16.198681    16.123203
1075    1075    1637862295554557419    42.371859    99.329735    99.344624    1.000000    1.000000    1.000000    17.333747    16.199231    16.116822
1076    1076    1637862295564622129    42.394435    99.330101    99.357060    1.000000    1.000000    1.000000    17.333276    16.199343    16.144613
1077    1077    1637862295574687731    42.416993    99.329742    99.348256    1.000000    1.000000    1.000000    17.332786    16.198071    16.096188
1078    1078    1637862295584753105    42.439532    99.334328    99.350506    1.000000    1.000000    1.000000    17.332321    16.197557    16.158707
1079    1079    1637862295594817890    42.462055    99.338852    99.356320    1.000000    1.000000    1.000000    17.331849    16.191574    16.139944
1080    1080    1637862295604907011    42.484519    99.342804    99.116662    1.000000    1.000000    1.000000    17.331323    16.186963    16.005732
1081    1081    1637862295614972380    42.507006    99.343117    99.350555    1.000000    1.000000    1.000000    17.330838    16.185599    16.105656
1082    1082    1637862295625037349    42.529475    99.343727    99.354504    1.000000    1.000000    1.000000    17.330360    16.180948    16.121457
1083    1083    1637862295635102903    42.551925    99.343643    99.348729    1.000000    1.000000    1.000000    17.329858    16.178157    16.059882
1084    1084    1637862295645168497    42.574358    99.343399    99.348335    1.000000    1.000000    1.000000    17.329354    16.174883    16.052239
1085    1085    1637862295655234381    42.596772    99.343086    99.345472    1.000000    1.000000    1.000000    17.328882    16.174529    16.133634
1086    1086    1637862295665299295    42.619170    99.343163    99.355047    1.000000    1.000000    1.000000    17.328408    16.174794    16.127609
1087    1087    1637862295675364187    42.641551    99.343338    99.355264    1.000000    1.000000    1.000000    17.327935    16.173813    16.129160
1088    1088    1637862295685430203    42.663912    99.343254    99.344170    1.000000    1.000000    1.000000    17.327471    16.174909    16.153129
1089    1089    1637862295695495666    42.686256    99.343193    99.349628    1.000000    1.000000    1.000000    17.327005    16.174040    16.143405
1090    1090    1637862295705561414    42.708583    99.342834    99.346815    1.000000    1.000000    1.000000    17.326519    16.172517    16.095955
1091    1091    1637862295715628244    42.730890    99.342545    99.336137    1.000000    1.000000    1.000000    17.326030    16.170449    16.085130
1092    1092    1637862295725693779    42.753181    99.342415    99.348917    1.000000    1.000000    1.000000    17.325530    16.168052    16.053849
1093    1093    1637862295735759414    42.775455    99.342491    99.347930    1.000000    1.000000    1.000000    17.325062    16.167712    16.137065
1094    1094    1637862295745824554    42.797712    99.342590    99.352816    1.000000    1.000000    1.000000    17.325231    16.220783    17.755435
1095    1095    1637862295755889987    42.819951    99.342667    99.349924    1.000000    1.000000    1.000000    17.324763    16.221048    16.134357
1096    1096    1637862295765955937    42.842172    99.342690    99.344821    1.000000    1.000000    1.000000    17.324292    16.166734    16.125949
1097    1097    1637862295776023110    42.864373    99.342140    99.332752    1.000000    1.000000    1.000000    17.323832    16.222072    16.155820
1098    1098    1637862295786088655    42.886560    99.341660    99.348818    1.000000    1.000000    1.000000    17.323370    16.168386    16.146305
1099    1099    1637862295796152278    42.908732    99.342163    99.367792    1.000000    1.000000    1.000000    17.322912    16.170185    16.156970
1100    1100    1637862295807164418    42.929299    99.031548    90.808871    1.000000    1.000000    1.000000    17.322818    16.206211    17.104259
1101    1101    1637862295817230459    42.951433    99.031403    99.343923    1.000000    1.000000    1.000000    17.322354    16.206942    16.140962
1102    1102    1637862295827295446    42.973550    99.031227    99.354326    1.000000    1.000000    1.000000    17.321894    16.207266    16.148716
1103    1103    1637862295837361185    42.995649    99.030983    99.346903    1.000000    1.000000    1.000000    17.321433    16.209342    16.144478
1104    1104    1637862295847426519    43.017732    99.031120    99.350901    1.000000    1.000000    1.000000    17.320975    16.210322    16.152708
1105    1105    1637862295857492991    43.039795    99.030960    99.339669    1.000000    1.000000    1.000000    17.320573    16.216239    16.294883
1106    1106    1637862295867557938    43.061844    99.030884    99.354721    1.000000    1.000000    1.000000    17.320110    16.216075    16.139684
1107    1107    1637862295877623069    43.083875    99.031029    99.352905    1.000000    1.000000    1.000000    17.319642    16.216957    16.122713
1108    1108    1637862295887687743    43.105889    99.031265    99.357416    1.000000    1.000000    1.000000    17.319181    16.216390    16.141638
1109    1109    1637862295897752777    43.127886    99.031181    99.353862    1.000000    1.000000    1.000000    17.318720    16.216427    16.141061
1110    1110    1637862295907840571    43.149827    99.031616    99.129701    1.000000    1.000000    1.000000    17.318250    16.220175    16.118257
1111    1111    1637862295917906393    43.171788    99.031471    99.346084    1.000000    1.000000    1.000000    17.317792    16.221510    16.145861
1112    1112    1637862295927971906    43.193733    99.031288    99.349134    1.000000    1.000000    1.000000    17.317325    16.221532    16.122101
1113    1113    1637862295938037787    43.215659    99.031189    99.345502    1.000000    1.000000    1.000000    17.316874    16.224990    16.163957
1114    1114    1637862295948100744    43.237574    99.032043    99.374369    1.000000    1.000000    1.000000    17.316414    16.227851    16.138327
1115    1115    1637862295958166259    43.259467    99.032166    99.349114    1.000000    1.000000    1.000000    17.315958    16.228274    16.146353
1116    1116    1637862295968230933    43.281344    99.032249    99.357416    1.000000    1.000000    1.000000    17.315503    16.228992    16.149219
1117    1117    1637862295978297217    43.303201    99.031784    99.341525    1.000000    1.000000    1.000000    17.315033    16.228363    16.110256
1118    1118    1637862295988362005    43.325045    99.032188    99.356290    1.000000    1.000000    1.000000    17.314574    16.227875    16.138423
1119    1119    1637862295998426840    43.346870    99.032394    99.355826    1.000000    1.000000    1.000000    17.314120    16.228009    16.147444
1120    1120    1637862296008491964    43.368679    99.032600    99.352974    1.000000    1.000000    1.000000    17.313656    16.228899    16.122725
1121    1121    1637862296018556763    43.390471    99.033264    99.356182    1.000000    1.000000    1.000000    17.313215    16.232131    16.182371
1122    1122    1637862296028622176    43.412245    99.033310    99.350121    1.000000    1.000000    1.000000    17.313379    16.287948    17.733730
1123    1123    1637862296038688475    43.434001    99.033089    99.341377    1.000000    1.000000    1.000000    17.312920    16.287812    16.132969
1124    1124    1637862296048754225    43.455740    99.032883    99.346795    1.000000    1.000000    1.000000    17.312457    16.233580    16.123238
1125    1125    1637862296058819852    43.477463    99.032829    99.348009    1.000000    1.000000    1.000000    17.312004    16.233973    16.146174
1126    1126    1637862296068884920    43.499170    99.033112    99.353526    1.000000    1.000000    1.000000    17.311548    16.234372    16.137974
1127    1127    1637862296078949467    43.520861    99.033974    99.358670    1.000000    1.000000    1.000000    17.311094    16.233909    16.141842
1128    1128    1637862296089014236    43.542535    99.034225    99.356478    1.000000    1.000000    1.000000    17.310645    16.234202    16.155130
1129    1129    1637862296099079932    43.564190    99.033554    99.347328    1.000000    1.000000    1.000000    17.310193    16.233839    16.146063
1130    1130    1637862296109145646    43.585829    99.343925    99.347150    1.000000    1.000000    1.000000    17.309746    16.199576    16.158162
1131    1131    1637862296119211196    43.607451    99.344078    99.348769    1.000000    1.000000    1.000000    17.309286    16.198996    16.123558
1132    1132    1637862296129277362    43.629055    99.343697    99.342689    1.000000    1.000000    1.000000    17.308834    16.198781    16.142277
1133    1133    1637862296139343522    43.650643    99.343559    99.342748    1.000000    1.000000    1.000000    17.308378    16.198354    16.131676
1134    1134    1637862296149408891    43.672215    99.343544    99.350555    1.000000    1.000000    1.000000    17.307914    16.196937    16.110204
1135    1135    1637862296159475292    43.693769    99.343567    99.340370    1.000000    1.000000    1.000000    17.307439    16.189817    16.081268
1136    1136    1637862296169540701    43.715307    99.343422    99.350161    1.000000    1.000000    1.000000    17.306971    16.188478    16.099529
1137    1137    1637862296179607172    43.736828    99.342972    99.339679    1.000000    1.000000    1.000000    17.306477    16.185375    16.029619
1138    1138    1637862296189672872    43.758333    99.342636    99.347288    1.000000    1.000000    1.000000    17.306017    16.184511    16.115738
1139    1139    1637862296199739285    43.779820    99.342186    99.340252    1.000000    1.000000    1.000000    17.305530    16.181406    16.047901
1140    1140    1637862296209824016    43.801259    99.343193    99.159809    1.000000    1.000000    1.000000    17.305040    16.178791    16.039934
1141    1141    1637862296219889806    43.822714    99.343201    99.346400    1.000000    1.000000    1.000000    17.304538    16.174093    16.004933
1142    1142    1637862296229956240    43.844152    99.342903    99.340044    1.000000    1.000000    1.000000    17.304040    16.170456    16.013004
1143    1143    1637862296240025696    43.865567    99.341721    99.310231    1.000000    1.000000    1.000000    17.303536    16.164959    15.999106
1144    1144    1637862296250091352    43.886973    99.340836    99.347723    1.000000    1.000000    1.000000    17.303042    16.161127    16.023337
1145    1145    1637862296260154201    43.908366    99.341713    99.375435    1.000000    1.000000    1.000000    17.302582    16.159955    16.111206
1146    1146    1637862296270219922    43.929739    99.341370    99.347081    1.000000    1.000000    1.000000    17.302081    16.155099    16.003527
1147    1147    1637862296280284623    43.951097    99.341888    99.357149    1.000000    1.000000    1.000000    17.301612    16.154224    16.083984
1148    1148    1637862296290349921    43.972437    99.341721    99.351256    1.000000    1.000000    1.000000    17.301757    16.205533    17.677841
1149    1149    1637862296300415106    43.993761    99.341606    99.352372    1.000000    1.000000    1.000000    17.301309    16.205211    16.137787
1150    1150    1637862296310481621    44.015066    99.341148    99.339245    1.000000    1.000000    1.000000    17.300851    16.204833    16.111402
1151    1151    1637862296320545522    44.036359    99.341446    99.365047    1.000000    1.000000    1.000000    17.300379    16.201243    16.074650
1152    1152    1637862296330610643    44.057634    99.341545    99.353003    1.000000    1.000000    1.000000    17.299930    16.147902    16.133341
1153    1153    1637862296340675941    44.078892    99.341873    99.351256    1.000000    1.000000    1.000000    17.299477    16.147501    16.120930
1154    1154    1637862296350741298    44.100134    99.341995    99.350674    1.000000    1.000000    1.000000    17.299030    16.147926    16.135995
