Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
2444    2444    1637862309392377414    62.321522    99.344612    99.355037    1.000000    1.000000    1.000000    16.939716    16.310448    16.144284
2445    2445    1637862309402442834    62.331020    99.344482    99.350052    1.000000    1.000000    1.000000    16.939507    16.255704    16.125282
2446    2446    1637862309412508471    62.340512    99.344498    99.347910    1.000000    1.000000    1.000000    16.939302    16.255503    16.140094
2447    2447    1637862309422574364    62.350000    99.344551    99.345383    1.000000    1.000000    1.000000    16.939097    16.255817    16.141199
2448    2448    1637862309432640095    62.359482    99.344475    99.346982    1.000000    1.000000    1.000000    16.938890    16.254995    16.129332
2449    2449    1637862309442706429    62.368959    99.344231    99.341031    1.000000    1.000000    1.000000    16.938684    16.255359    16.135945
2450    2450    1637862309452771948    62.378432    99.344215    99.349075    1.000000    1.000000    1.000000    16.938485    16.255358    16.163022
2451    2451    1637862309462837267    62.387901    99.344475    99.351049    1.000000    1.000000    1.000000    16.938291    16.256360    16.178503
2452    2452    1637862309472901964    62.397365    99.344604    99.357189    1.000000    1.000000    1.000000    16.938085    16.255876    16.135537
2453    2453    1637862309482967511    62.406824    99.344528    99.348798    1.000000    1.000000    1.000000    16.937880    16.254701    16.137206
2454    2454    1637862309493032614    62.416278    99.344406    99.353181    1.000000    1.000000    1.000000    16.937678    16.255539    16.150046
2455    2455    1637862309503098599    62.425727    99.344215    99.344475    1.000000    1.000000    1.000000    16.937476    16.254346    16.145599
2456    2456    1637862309513163560    62.435172    99.344398    99.354583    1.000000    1.000000    1.000000    16.937275    16.254376    16.151790
2457    2457    1637862309523230249    62.444609    99.344048    99.337528    1.000000    1.000000    1.000000    16.937075    16.255179    16.156597
2458    2458    1637862309533294950    62.454045    99.344383    99.357149    1.000000    1.000000    1.000000    16.936875    16.255183    16.152207
2459    2459    1637862309543360450    62.463475    99.344482    99.349262    1.000000    1.000000    1.000000    16.936674    16.254542    16.150925
2460    2460    1637862309553450496    62.472860    99.343910    99.107576    1.000000    1.000000    1.000000    16.936459    16.247879    16.099537
2461    2461    1637862309563515267    62.482282    99.344719    99.356458    1.000000    1.000000    1.000000    16.936257    16.239726    16.144515
2462    2462    1637862309573580281    62.491698    99.344475    99.354060    1.000000    1.000000    1.000000    16.936060    16.232964    16.165349
2463    2463    1637862309583645996    62.501108    99.343895    99.347140    1.000000    1.000000    1.000000    16.935848    16.224482    16.103587
2464    2464    1637862309593711317    62.510514    99.343536    99.351029    1.000000    1.000000    1.000000    16.935646    16.216946    16.145149
2465    2465    1637862309603777159    62.519914    99.342926    99.345887    1.000000    1.000000    1.000000    16.935448    16.210226    16.162504
2466    2466    1637862309613842125    62.529311    99.342834    99.354533    1.000000    1.000000    1.000000    16.935249    16.203743    16.154814
2467    2467    1637862309623907657    62.538702    99.342712    99.348946    1.000000    1.000000    1.000000    16.935052    16.200439    16.161486
2468    2468    1637862309633972425    62.548090    99.342827    99.356488    1.000000    1.000000    1.000000    16.935258    16.253412    17.742447
2469    2469    1637862309644027081    62.557488    99.346252    99.456411    1.000000    1.000000    1.000000    16.935060    16.253821    16.159239
2470    2470    1637862309654089528    62.566870    99.346695    99.379405    1.000000    1.000000    1.000000    16.934859    16.253590    16.146727
2471    2471    1637862309664153075    62.576245    99.347420    99.368543    1.000000    1.000000    1.000000    16.934655    16.252344    16.134348
2472    2472    1637862309674218331    62.585613    99.347290    99.351671    1.000000    1.000000    1.000000    16.934457    16.252423    16.157381
2473    2473    1637862309684282681    62.594977    99.347557    99.360614    1.000000    1.000000    1.000000    16.934261    16.199309    16.164900
2474    2474    1637862309694348247    62.604335    99.347351    99.348611    1.000000    1.000000    1.000000    16.934059    16.199072    16.137176
2475    2475    1637862309704413924    62.613688    99.347260    99.347515    1.000000    1.000000    1.000000    16.933860    16.200069    16.155189
2476    2476    1637862309714479265    62.623036    99.347359    99.350832    1.000000    1.000000    1.000000    16.933662    16.200489    16.152696
2477    2477    1637862309724544476    62.632380    99.347588    99.352115    1.000000    1.000000    1.000000    16.933458    16.200273    16.134713
2478    2478    1637862309734610073    62.641719    99.347626    99.348305    1.000000    1.000000    1.000000    16.933256    16.200533    16.137126
2479    2479    1637862309744676263    62.651052    99.347672    99.342452    1.000000    1.000000    1.000000    16.933050    16.200086    16.122533
2480    2480    1637862309754742474    62.660380    99.347443    99.342245    1.000000    1.000000    1.000000    16.932851    16.199695    16.151300
2481    2481    1637862309764807426    62.669705    99.347565    99.354672    1.000000    1.000000    1.000000    16.932650    16.198502    16.142708
2482    2482    1637862309774872750    62.679025    99.347359    99.351000    1.000000    1.000000    1.000000    16.932448    16.198519    16.136048
2483    2483    1637862309784938100    62.688340    99.347427    99.350743    1.000000    1.000000    1.000000    16.932250    16.199035    16.152682
2484    2484    1637862309795003513    62.697651    99.347321    99.350121    1.000000    1.000000    1.000000    16.932051    16.199018    16.149549
2485    2485    1637862309805068494    62.706957    99.347656    99.354385    1.000000    1.000000    1.000000    16.931843    16.197960    16.113857
2486    2486    1637862309815134981    62.716257    99.347153    99.339521    1.000000    1.000000    1.000000    16.931642    16.197525    16.138731
2487    2487    1637862309825200128    62.725553    99.347656    99.352747    1.000000    1.000000    1.000000    16.931419    16.194171    16.055984
2488    2488    1637862309835265718    62.734844    99.347366    99.348374    1.000000    1.000000    1.000000    16.931212    16.192911    16.114398
2489    2489    1637862309845332040    62.744130    99.347092    99.341150    1.000000    1.000000    1.000000    16.931001    16.191199    16.099584
2490    2490    1637862309855418862    62.753378    99.348160    99.139253    1.000000    1.000000    1.000000    16.930791    16.191322    16.103170
2491    2491    1637862309865484278    62.762656    99.347939    99.350091    1.000000    1.000000    1.000000    16.930585    16.190428    16.117709
2492    2492    1637862309875549037    62.771929    99.348030    99.356577    1.000000    1.000000    1.000000    16.930386    16.189734    16.144534
2493    2493    1637862309885613616    62.781199    99.348404    99.358354    1.000000    1.000000    1.000000    16.930183    16.190654    16.131178
2494    2494    1637862309895677890    62.790464    99.348747    99.361365    1.000000    1.000000    1.000000    16.929991    16.191569    16.172603
2495    2495    1637862309905742609    62.799724    99.349113    99.356972    1.000000    1.000000    1.000000    16.929791    16.190771    16.138534
2496    2496    1637862309915808616    62.808977    99.348770    99.344258    1.000000    1.000000    1.000000    16.930005    16.244783    17.775128
2497    2497    1637862309925874189    62.818226    99.348763    99.348542    1.000000    1.000000    1.000000    16.929802    16.243670    16.128069
2498    2498    1637862309935940193    62.827469    99.348351    99.344288    1.000000    1.000000    1.000000    16.929600    16.189989    16.131926
2499    2499    1637862309946005345    62.836709    99.344902    99.352697    1.000000    1.000000    1.000000    16.929400    16.189275    16.137840
2500    2500    1637862309957035973    62.844420    99.027405    90.656670    1.000000    1.000000    1.000000    16.929418    16.220039    16.995359
2501    2501    1637862309967102872    62.853649    99.026306    99.335456    1.000000    1.000000    1.000000    16.929205    16.218499    16.088051
2502    2502    1637862309977167944    62.862875    99.026375    99.353487    1.000000    1.000000    1.000000    16.929002    16.217401    16.124324
2503    2503    1637862309987234430    62.872095    99.025665    99.339531    1.000000    1.000000    1.000000    16.928789    16.214819    16.087196
2504    2504    1637862309997299561    62.881312    99.025810    99.352905    1.000000    1.000000    1.000000    16.928586    16.214389    16.124229
2505    2505    1637862310007364203    62.890526    99.026146    99.357732    1.000000    1.000000    1.000000    16.928421    16.218474    16.278137
2506    2506    1637862310017429777    62.899733    99.026077    99.348532    1.000000    1.000000    1.000000    16.928227    16.218713    16.159902
2507    2507    1637862310027495042    62.908936    99.026062    99.351582    1.000000    1.000000    1.000000    16.928025    16.218509    16.128563
2508    2508    1637862310037559907    62.918135    99.026291    99.355530    1.000000    1.000000    1.000000    16.927823    16.218095    16.124655
2509    2509    1637862310047625819    62.927327    99.026382    99.345196    1.000000    1.000000    1.000000    16.927625    16.218815    16.144201
2510    2510    1637862310057692428    62.936514    99.026253    99.338317    1.000000    1.000000    1.000000    16.927428    16.218693    16.147630
2511    2511    1637862310067757493    62.945699    99.026215    99.353556    1.000000    1.000000    1.000000    16.927217    16.216924    16.089467
2512    2512    1637862310077822204    62.954880    99.026421    99.357051    1.000000    1.000000    1.000000    16.927025    16.217964    16.167352
2513    2513    1637862310087887939    62.964054    99.026291    99.346943    1.000000    1.000000    1.000000    16.926825    16.217288    16.132357
2514    2514    1637862310097953129    62.973225    99.026360    99.352322    1.000000    1.000000    1.000000    16.926629    16.217250    16.148391
2515    2515    1637862310108024650    62.982381    99.024223    99.289869    1.000000    1.000000    1.000000    16.926424    16.217252    16.113999
2516    2516    1637862310118089852    62.991542    99.024651    99.352204    1.000000    1.000000    1.000000    16.926224    16.217069    16.133212
2517    2517    1637862310128153872    63.000701    99.025017    99.363872    1.000000    1.000000    1.000000    16.926027    16.220051    16.145720
2518    2518    1637862310138221203    63.009850    99.024452    99.331193    1.000000    1.000000    1.000000    16.925826    16.220411    16.125253
2519    2519    1637862310148286547    63.018997    99.024765    99.350802    1.000000    1.000000    1.000000    16.925614    16.219960    16.085989
2520    2520    1637862310158374948    63.028104    99.024254    99.123736    1.000000    1.000000    1.000000    16.925389    16.217609    16.032587
2521    2521    1637862310168442475    63.037238    99.023560    99.329259    1.000000    1.000000    1.000000    16.925215    16.221424    16.232550
2522    2522    1637862310178511406    63.046366    99.022194    99.315409    1.000000    1.000000    1.000000    16.925065    16.227597    16.330305
2523    2523    1637862310188576379    63.055496    99.022064    99.354464    1.000000    1.000000    1.000000    16.924913    16.233821    16.318534
2524    2524    1637862310198642907    63.064618    99.021332    99.339117    1.000000    1.000000    1.000000    16.925163    16.291922    17.921240
2525    2525    1637862310208707071    63.073740    99.021523    99.362451    1.000000    1.000000    1.000000    16.925017    16.298752    16.344104
2526    2526    1637862310218772580    63.082855    99.021675    99.349173    1.000000    1.000000    1.000000    16.924846    16.247910    16.244900
2527    2527    1637862310228838052    63.091965    99.021713    99.349539    1.000000    1.000000    1.000000    16.924660    16.249728    16.182805
2528    2528    1637862310238902698    63.101073    99.022156    99.357692    1.000000    1.000000    1.000000    16.924504    16.255492    16.305420
2529    2529    1637862310248967104    63.110176    99.022400    99.360062    1.000000    1.000000    1.000000    16.924335    16.259209    16.249712
2530    2530    1637862310259031466    63.119274    99.339233    99.360496    1.000000    1.000000    1.000000    16.924172    16.232865    16.275557
2531    2531    1637862310269096882    63.128366    99.339722    99.350091    1.000000    1.000000    1.000000    16.924007    16.238806    16.266273
2532    2532    1637862310279161547    63.137455    99.339859    99.357505    1.000000    1.000000    1.000000    16.923855    16.245346    16.320550
2533    2533    1637862310289227438    63.146538    99.340042    99.345403    1.000000    1.000000    1.000000    16.923687    16.250784    16.250347
2534    2534    1637862310299292423    63.155617    99.340096    99.354346    1.000000    1.000000    1.000000    16.923500    16.252611    16.179040
2535    2535    1637862310309356378    63.164693    99.340324    99.364514    1.000000    1.000000    1.000000    16.923347    16.253760    16.312604
2536    2536    1637862310319421514    63.173763    99.340469    99.352855    1.000000    1.000000    1.000000    16.923181    16.257118    16.260662
2537    2537    1637862310329486101    63.182829    99.340683    99.358275    1.000000    1.000000    1.000000    16.923020    16.262309    16.284290
2538    2538    1637862310339551331    63.191890    99.340569    99.351927    1.000000    1.000000    1.000000    16.922867    16.268504    16.310538
2539    2539    1637862310349616665    63.200946    99.340752    99.350901    1.000000    1.000000    1.000000    16.922712    16.273790    16.302789
2540    2540    1637862310359681254    63.209998    99.341423    99.358255    1.000000    1.000000    1.000000    16.922518    16.273798    16.147839
2541    2541    1637862310369745783    63.219047    99.341606    99.358847    1.000000    1.000000    1.000000    16.922357    16.280142    16.279836
2542    2542    1637862310379809884    63.228091    99.341805    99.363073    1.000000    1.000000    1.000000    16.922189    16.282904    16.250205
2543    2543    1637862310389874537    63.237130    99.342155    99.357623    1.000000    1.000000    1.000000    16.922023    16.287105    16.258410
2544    2544    1637862310399940705    63.246162    99.341827    99.342669    1.000000    1.000000    1.000000    16.921864    16.291752    16.287796
2545    2545    1637862310410006914    63.255189    99.343590    99.342265    1.000000    1.000000    1.000000    16.921703    16.297293    16.280150
2546    2546    1637862310420071500    63.264215    99.343788    99.358285    1.000000    1.000000    1.000000    16.921513    16.298186    16.159972
2547    2547    1637862310430136024    63.273236    99.343620    99.358897    1.000000    1.000000    1.000000    16.921355    16.303009    16.290456
2548    2548    1637862310440198724    63.282255    99.345146    99.376907    1.000000    1.000000    1.000000    16.921179    16.306038    16.216074
2549    2549    1637862310450263130    63.291267    99.345451    99.360062    1.000000    1.000000    1.000000    16.920999    16.309879    16.201197
2550    2550    1637862310460353862    63.300234    99.344681    99.100838    1.000000    1.000000    1.000000    16.921223    16.369377    17.813231
2551    2551    1637862310470419195    63.309236    99.345406    99.350911    1.000000    1.000000    1.000000    16.921046    16.368738    16.213348
2552    2552    1637862310480482867    63.318235    99.347137    99.367308    1.000000    1.000000    1.000000    16.920865    16.364274    16.196313
2553    2553    1637862310490547022    63.327230    99.347404    99.362540    1.000000    1.000000    1.000000    16.920696    16.361791    16.244053
2554    2554    1637862310500610812    63.336221    99.348305    99.366143    1.000000    1.000000    1.000000    16.920527    16.305850    16.243126
2555    2555    1637862310510675677    63.345205    99.348076    99.355530    1.000000    1.000000    1.000000    16.920357    16.302275    16.236843
2556    2556    1637862310520739749    63.354187    99.348549    99.363359    1.000000    1.000000    1.000000    16.920191    16.302706    16.257832
2557    2557    1637862310530804713    63.363162    99.348717    99.354553    1.000000    1.000000    1.000000    16.920026    16.305109    16.254875
2558    2558    1637862310540869028    63.372134    99.348831    99.360960    1.000000    1.000000    1.000000    16.919847    16.301741    16.204375
2559    2559    1637862310550933267    63.381102    99.348877    99.361710    1.000000    1.000000    1.000000    16.919674    16.300942    16.225724
2560    2560    1637862310560997790    63.390064    99.348831    99.358907    1.000000    1.000000    1.000000    16.919508    16.300225    16.254072
2561    2561    1637862310571061974    63.399023    99.349236    99.362253    1.000000    1.000000    1.000000    16.919331    16.298321    16.209135
2562    2562    1637862310581126221    63.407977    99.349373    99.361631    1.000000    1.000000    1.000000    16.919162    16.295564    16.237840
2563    2563    1637862310591191648    63.416925    99.349518    99.349983    1.000000    1.000000    1.000000    16.918984    16.294023    16.204101
2564    2564    1637862310601257092    63.425869    99.349373    99.349815    1.000000    1.000000    1.000000    16.918813    16.295767    16.231361
2565    2565    1637862310611321210    63.434810    99.349319    99.362905    1.000000    1.000000    1.000000    16.918630    16.291564    16.186499
2566    2566    1637862310621385138    63.443747    99.349716    99.364781    1.000000    1.000000    1.000000    16.918467    16.291629    16.262614
2567    2567    1637862310631449558    63.452678    99.349762    99.359923    1.000000    1.000000    1.000000    16.918293    16.289415    16.217851
2568    2568    1637862310641514174    63.461605    99.349976    99.357988    1.000000    1.000000    1.000000    16.918116    16.285911    16.205407
2569    2569    1637862310651580275    63.470526    99.349716    99.343331    1.000000    1.000000    1.000000    16.917945    16.283545    16.231817
2570    2570    1637862310661645910    63.479442    99.349373    99.347930    1.000000    1.000000    1.000000    16.917772    16.285964    16.220441
2571    2571    1637862310671710596    63.488356    99.349319    99.357297    1.000000    1.000000    1.000000    16.917579    16.281358    16.141619
2572    2572    1637862310681775875    63.497264    99.348938    99.351444    1.000000    1.000000    1.000000    16.917378    16.276645    16.108832
2573    2573    1637862310691840274    63.506169    99.349014    99.360131    1.000000    1.000000    1.000000    16.917178    16.271757    16.111757
2574    2574    1637862310701905344    63.515068    99.349380    99.353507    1.000000    1.000000    1.000000    16.916980    16.266106    16.118263
2575    2575    1637862310711970431    63.523964    99.349747    99.353339    1.000000    1.000000    1.000000    16.916777    16.260103    16.100044
2576    2576    1637862310722036104    63.532854    99.349388    99.347555    1.000000    1.000000    1.000000    16.916580    16.258832    16.121845
2577    2577    1637862310732098907    63.541744    99.349960    99.375890    1.000000    1.000000    1.000000    16.916379    16.252759    16.108247
2578    2578    1637862310742163678    63.550626    99.349281    99.356458    1.000000    1.000000    1.000000    16.916184    16.249869    16.129354
2579    2579    1637862310752227371    63.559506    99.349510    99.367101    1.000000    1.000000    1.000000    16.915980    16.246269    16.093176
2580    2580    1637862310762400944    63.568209    99.322266    98.293884    1.000000    1.000000    1.000000    16.916218    16.248431    17.864661
2581    2581    1637862310772466618    63.577077    99.322159    99.347545    1.000000    1.000000    1.000000    16.916018    16.245028    16.111232
2582    2582    1637862310782531867    63.585941    99.321632    99.351740    1.000000    1.000000    1.000000    16.915823    16.242821    16.130104
2583    2583    1637862310792597330    63.594801    99.321198    99.349628    1.000000    1.000000    1.000000    16.915617    16.237497    16.084283
2584    2584    1637862310802661927    63.603657    99.320946    99.358176    1.000000    1.000000    1.000000    16.915413    16.232402    16.090215
2585    2585    1637862310812725802    63.612510    99.321266    99.365304    1.000000    1.000000    1.000000    16.915256    16.233870    16.280893
2586    2586    1637862310822790943    63.621357    99.320915    99.352806    1.000000    1.000000    1.000000    16.915057    16.228963    16.110569
2587    2587    1637862310832856057    63.630199    99.320862    99.353072    1.000000    1.000000    1.000000    16.914860    16.224509    16.121225
2588    2588    1637862310842921656    63.639037    99.320442    99.348285    1.000000    1.000000    1.000000    16.914663    16.221561    16.115900
2589    2589    1637862310852987003    63.647870    99.320076    99.350773    1.000000    1.000000    1.000000    16.914465    16.217864    16.114787
2590    2590    1637862310863051597    63.656700    99.320053    99.358206    1.000000    1.000000    1.000000    16.914267    16.213213    16.114477
2591    2591    1637862310873116094    63.665526    99.319946    99.359163    1.000000    1.000000    1.000000    16.914064    16.209306    16.091891
2592    2592    1637862310883182160    63.674345    99.319351    99.343676    1.000000    1.000000    1.000000    16.913865    16.205015    16.109089
2593    2593    1637862310893247563    63.683161    99.319366    99.350220    1.000000    1.000000    1.000000    16.913663    16.201531    16.099538
2594    2594    1637862310903312918    63.691972    99.319382    99.350694    1.000000    1.000000    1.000000    16.913470    16.198202    16.131450
2595    2595    1637862310913378082    63.700780    99.319046    99.352579    1.000000    1.000000    1.000000    16.913283    16.197135    16.154496
2596    2596    1637862310923443216    63.709583    99.318642    99.352875    1.000000    1.000000    1.000000    16.913090    16.192777    16.131805
2597    2597    1637862310933507528    63.718383    99.318687    99.360990    1.000000    1.000000    1.000000    16.912888    16.188691    16.095219
2598    2598    1637862310943572911    63.727177    99.318428    99.350417    1.000000    1.000000    1.000000    16.912688    16.185316    16.104118
2599    2599    1637862310953637585    63.735968    99.318901    99.357416    1.000000    1.000000    1.000000    16.912492    16.181502    16.117381
2600    2600    1637862310964655743    63.743265    99.006683    90.759272    1.000000    1.000000    1.000000    16.912509    16.209042    16.974432
2601    2601    1637862310974722752    63.752043    99.005928    99.334370    1.000000    1.000000    1.000000    16.912305    16.207256    16.087875
2602    2602    1637862310984788236    63.760820    99.005859    99.349420    1.000000    1.000000    1.000000    16.912105    16.206943    16.099409
2603    2603    1637862310994853378    63.769593    99.005615    99.352796    1.000000    1.000000    1.000000    16.911913    16.207658    16.133308
2604    2604    1637862311004918255    63.778362    99.005684    99.355412    1.000000    1.000000    1.000000    16.911716    16.207417    16.110992
2605    2605    1637862311014983526    63.787126    99.005630    99.351523    1.000000    1.000000    1.000000    16.911949    16.265770    17.856775
2606    2606    1637862311025048259    63.795887    99.005928    99.356833    1.000000    1.000000    1.000000    16.911355    16.211989    14.502677
2607    2607    1637862311035113811    63.804642    99.005028    99.348749    1.000000    1.000000    1.000000    16.911159    16.212195    16.114459
2608    2608    1637862311045178100    63.813394    99.005188    99.361217    1.000000    1.000000    1.000000    16.911363    16.265750    17.741775
2609    2609    1637862311055242678    63.822142    99.004898    99.358364    1.000000    1.000000    1.000000    16.910771    16.212928    14.502901
2610    2610    1637862311065331195    63.830849    99.032700    99.122597    1.000000    1.000000    1.000000    16.910960    16.206298    17.679505
2611    2611    1637862311075397483    63.839585    99.032501    99.341485    1.000000    1.000000    1.000000    16.910761    16.205913    16.099639
2612    2612    1637862311085463014    63.848319    99.032402    99.348956    1.000000    1.000000    1.000000    16.910564    16.205293    16.111461
2613    2613    1637862311095527513    63.857050    99.032715    99.359143    1.000000    1.000000    1.000000    16.910374    16.207108    16.138887
2614    2614    1637862311105592615    63.865775    99.032555    99.353191    1.000000    1.000000    1.000000    16.910170    16.206728    16.078796
2615    2615    1637862311115657481    63.874497    99.032227    99.355520    1.000000    1.000000    1.000000    16.909976    16.201437    16.121622
2616    2616    1637862311125722388    63.883214    99.032303    99.355116    1.000000    1.000000    1.000000    16.909770    16.200140    16.071527
2617    2617    1637862311135788025    63.891926    99.032143    99.347910    1.000000    1.000000    1.000000    16.909572    16.199608    16.105228
2618    2618    1637862311145853669    63.900634    99.032120    99.347841    1.000000    1.000000    1.000000    16.909374    16.199102    16.100669
2619    2619    1637862311155919993    63.909336    99.031807    99.341130    1.000000    1.000000    1.000000    16.909163    16.196985    16.051075
2620    2620    1637862311165984579    63.918037    99.031807    99.358285    1.000000    1.000000    1.000000    16.908958    16.195625    16.073555
2621    2621    1637862311176025086    63.926771    99.039650    99.596564    1.000000    1.000000    1.000000    16.908777    16.198167    16.168333
2622    2622    1637862311186089712    63.935463    99.040123    99.357890    1.000000    1.000000    1.000000    16.908583    16.198546    16.120490
2623    2623    1637862311196153076    63.944153    99.040787    99.370350    1.000000    1.000000    1.000000    16.908388    16.199008    16.113414
2624    2624    1637862311206218371    63.952835    99.040810    99.351286    1.000000    1.000000    1.000000    16.908187    16.197500    16.086067
2625    2625    1637862311216281698    63.961517    99.041405    99.370715    1.000000    1.000000    1.000000    16.907991    16.195986    16.108925
2626    2626    1637862311226346641    63.970191    99.041466    99.354760    1.000000    1.000000    1.000000    16.907794    16.195090    16.104822
2627    2627    1637862311236410840    63.978863    99.041504    99.362105    1.000000    1.000000    1.000000    16.907597    16.195347    16.102980
2628    2628    1637862311246478578    63.987525    99.040733    99.327178    1.000000    1.000000    1.000000    16.907400    16.195373    16.104898
2629    2629    1637862311256543051    63.996187    99.040802    99.359400    1.000000    1.000000    1.000000    16.907213    16.196189    16.141961
2630    2630    1637862311266609177    64.004843    99.353073    99.343084    1.000000    1.000000    1.000000    16.907019    16.165137    16.116572
2631    2631    1637862311276675473    64.013494    99.353302    99.341406    1.000000    1.000000    1.000000    16.906818    16.165125    16.087499
2632    2632    1637862311286740552    64.022143    99.353439    99.353418    1.000000    1.000000    1.000000    16.906613    16.164035    16.066704
2633    2633    1637862311296805142    64.030789    99.353615    99.358245    1.000000    1.000000    1.000000    16.906814    16.217176    17.727599
2634    2634    1637862311306869776    64.039430    99.353691    99.357811    1.000000    1.000000    1.000000    16.906224    16.163370    14.496756
2635    2635    1637862311316934150    64.048067    99.353989    99.360378    1.000000    1.000000    1.000000    16.906428    16.159527    17.741625
2636    2636    1637862311327000180    64.056698    99.353569    99.344031    1.000000    1.000000    1.000000    16.906238    16.213680    16.127337
2637    2637    1637862311337066563    64.065323    99.353287    99.340548    1.000000    1.000000    1.000000    16.906039    16.212928    16.091908
2638    2638    1637862311347131997    64.073946    99.352913    99.349914    1.000000    1.000000    1.000000    16.905848    16.159099    16.126776
2639    2639    1637862311357197223    64.082565    99.352707    99.351967    1.000000    1.000000    1.000000    16.905659    16.213388    16.131657
2640    2640    1637862311367287490    64.091141    99.352127    99.105405    1.000000    1.000000    1.000000    16.905455    16.159729    16.073476
2641    2641    1637862311377352642    64.099752    99.352501    99.352697    1.000000    1.000000    1.000000    16.905262    16.160143    16.112068
2642    2642    1637862311387417475    64.108359    99.352730    99.355846    1.000000    1.000000    1.000000    16.905065    16.159827    16.101966
2643    2643    1637862311397482542    64.116962    99.352539    99.353536    1.000000    1.000000    1.000000    16.904868    16.158382    16.095528
2644    2644    1637862311407547901    64.125560    99.352463    99.350654    1.000000    1.000000    1.000000    16.904675    16.159581    16.114768
2645    2645    1637862311417613765    64.134153    99.352135    99.345670    1.000000    1.000000    1.000000    16.904485    16.159679    16.124571
2646    2646    1637862311427678702    64.142743    99.352127    99.354820    1.000000    1.000000    1.000000    16.904291    16.160991    16.110896
2647    2647    1637862311437743544    64.151329    99.352379    99.355757    1.000000    1.000000    1.000000    16.904101    16.161640    16.124692
2648    2648    1637862311447809639    64.159909    99.352234    99.343390    1.000000    1.000000    1.000000    16.903901    16.161060    16.083273
2649    2649    1637862311457874117    64.168488    99.352844    99.359351    1.000000    1.000000    1.000000    16.903717    16.164343    16.149533
2650    2650    1637862311467940163    64.177059    99.352364    99.343873    1.000000    1.000000    1.000000    16.903518    16.164770    16.086383
2651    2651    1637862311478004722    64.185629    99.344444    99.358551    1.000000    1.000000    1.000000    16.903322    16.162421    16.097856
2652    2652    1637862311488024706    64.194264    99.359131    99.800559    1.000000    1.000000    1.000000    16.903144    16.164103    16.170992
2653    2653    1637862311498089347    64.202825    99.358719    99.357742    1.000000    1.000000    1.000000    16.902953    16.164288    16.118950
2654    2654    1637862311508151474    64.211386    99.359756    99.382566    1.000000    1.000000    1.000000    16.902763    16.165518    16.122977
2655    2655    1637862311518216528    64.219939    99.359192    99.353665    1.000000    1.000000    1.000000    16.902571    16.165679    16.113741
2656    2656    1637862311528280489    64.228489    99.359512    99.364455    1.000000    1.000000    1.000000    16.902381    16.166136    16.118523
2657    2657    1637862311538346234    64.237032    99.359009    99.346844    1.000000    1.000000    1.000000    16.902189    16.166558    16.115666
2658    2658    1637862311548410455    64.245573    99.360161    99.361888    1.000000    1.000000    1.000000    16.901999    16.167100    16.121139
2659    2659    1637862311558475546    64.254109    99.359962    99.353299    1.000000    1.000000    1.000000    16.901806    16.165955    16.107617
2660    2660    1637862311568540211    64.262641    99.360435    99.357505    1.000000    1.000000    1.000000    16.901607    16.164871    16.084042
2661    2661    1637862311578605754    64.271168    99.360687    99.348838    1.000000    1.000000    1.000000    16.901811    16.219997    17.741080
2662    2662    1637862311588670513    64.279691    99.360794    99.356577    1.000000    1.000000    1.000000    16.901623    16.221985    16.126341
2663    2663    1637862311598735931    64.288210    99.360519    99.350072    1.000000    1.000000    1.000000    16.901431    16.168068    16.110126
2664    2664    1637862311608801324    64.296725    99.360268    99.350318    1.000000    1.000000    1.000000    16.901242    16.222305    16.123810
2665    2665    1637862311618866279    64.305236    99.360085    99.354642    1.000000    1.000000    1.000000    16.901049    16.167845    16.107835
2666    2666    1637862311628931172    64.313743    99.360458    99.355254    1.000000    1.000000    1.000000    16.900850    16.166238    16.079129
2667    2667    1637862311638997787    64.322243    99.360374    99.338258    1.000000    1.000000    1.000000    16.900662    16.167337    16.124884
2668    2668    1637862311649062549    64.330742    99.360596    99.356547    1.000000    1.000000    1.000000    16.900467    16.166464    16.100564
2669    2669    1637862311659129904    64.339233    99.359894    99.330956    1.000000    1.000000    1.000000    16.900274    16.165491    16.102479
2670    2670    1637862311669221211    64.347682    99.359558    99.095192    1.000000    1.000000    1.000000    16.900077    16.165991    16.088453
2671    2671    1637862311679286057    64.356169    99.359657    99.355718    1.000000    1.000000    1.000000    16.899888    16.166361    16.123170
2672    2672    1637862311689350381    64.364652    99.359825    99.360871    1.000000    1.000000    1.000000    16.899695    16.166338    16.101264
2673    2673    1637862311699415331    64.373130    99.359863    99.354691    1.000000    1.000000    1.000000    16.899508    16.167405    16.127551
2674    2674    1637862311709479564    64.381605    99.360229    99.361770    1.000000    1.000000    1.000000    16.899322    16.168021    16.133249
2675    2675    1637862311719544123    64.390076    99.360664    99.358551    1.000000    1.000000    1.000000    16.899123    16.166474    16.078147
2676    2676    1637862311729608873    64.398542    99.360725    99.356666    1.000000    1.000000    1.000000    16.898937    16.167192    16.132420
2677    2677    1637862311739674138    64.407003    99.360588    99.351582    1.000000    1.000000    1.000000    16.898744    16.166411    16.101275
2678    2678    1637862311749738888    64.415461    99.361031    99.356666    1.000000    1.000000    1.000000    16.898553    16.167190    16.106647
